,property,location,price,area,furnished status,additional details
1580,3 BHK Apartment,"Electronics City, Bangalore",80.8 L,1665,Under Construction Construction Status,2 BathroomsNew North facing
1581,3 BHK Apartment,"Electronics City, Bangalore",80.8 L,1665,Under Construction Construction Status,2 BathroomsNew North facing
1582,3 BHK Apartment,"Electronic City Phase 1, Bangalore",1.6 Cr,1818,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
1583,3 BHK Apartment,"NRI Layout, Bangalore",1.6 Cr,1818,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
1584,3 BHK Apartment,"Horamavu, Bangalore",1.6 Cr,1818,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
1585,3 BHK Apartment,"Horamavu, Bangalore",79 L,1503,Ready to move Construction Status,3 BathroomsNew East facing
1586,3 BHK Apartment,"K Channasandra, Bangalore",1.6 Cr,1818,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
1587,3 BHK Apartment,"Horamavu, Bangalore",79 L,1503,Ready to move Construction Status,3 BathroomsNew West facing
1588,3 BHK Apartment,"Byrathi, Bangalore",79 L,1503,Ready to move Construction Status,3 BathroomsNew East facing
1589,3 BHK Apartment,"NRI Layout, Bangalore",75 L,1381,Ready to move Construction Status,3 BathroomsNew East facing
1590,3 BHK Apartment,"Horamavu, Bangalore",1.12 Cr,1500,Under Construction Construction Status,2 BathroomsNew North facing
1591,2 BHK Independent House,"NRI Layout, Bangalore",1.44 Cr,1300,Ready to move Construction Status,2 BathroomsResale East facing
1592,6 BHK Independent House,"K Channasandra, Bangalore",3.6 Cr,5000,Ready to move Construction Status,6 BathroomsNew West facing
1593,4 BHK Apartment,"K Channasandra, Bangalore",2.15 Cr,1940,Under Construction Construction Status,3 BathroomsNew East facing
1594,3 BHK Villa in Prestige Augusta Golf Village,"Byrathi, Bangalore",4 Cr,2402,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
1595,3 BHK Apartment in Prestige North Point,"Byrathi, Bangalore",3.5 Cr,1997,Ready to move Construction Status,2 - 3 years old3 BathroomsResale
1596,3 BHK Villa in Prestige Augusta Golf Village,"RR Nagar, Bangalore",4 Cr,2409,Ready to move Construction Status,6 - 7 years old3 BathroomsResale
1597,4 BHK Apartment,"RR Nagar, Bangalore",4.25 Cr,2350,Ready to move Construction Status,4 BathroomsNew North facing
1598,4 BHK Independent House,"Vijayanagar, Bangalore",4 Cr,5000,Ready to move Construction Status,4 BathroomsNew North facing
1599,5 BHK Independent House,"Vidyaranyapura, Bangalore",3.5 Cr,4500,Ready to move Construction Status,4 BathroomsNew East facing
1600,2 BHK Apartment,"Vidyaranyapura, Bangalore",55 L,1075,Ready to move Construction Status,2 BathroomsResale NorthWest facing
1601,2 BHK Apartment,"Vidyaranyapura, Bangalore",62 L,1135,Under Construction Construction Status,2 BathroomsNew East facing
1602,2 BHK Apartment in Alps Pleasanton,"Vidyaranyapura, Bangalore",65 L,1102,Ready to move Construction Status,7 - 8 years old2 BathroomsResale
1603,4 BHK Apartment,"Vidyaranyapura, Bangalore",1.17 Cr,2288,Under Construction Construction Status,4 BathroomsNew North facing
1604,2 BHK Apartment,"Vidyaranyapura, Bangalore",79 L,1248,Under Construction Construction Status,2 BathroomsNew West facing
1605,2 BHK Apartment,"Vidyaranyapura, Bangalore",79 L,1248,Under Construction Construction Status,2 BathroomsNew West facing
1606,3 BHK Apartment,"Vidyaranyapura, Bangalore",69 L,1418,Under Construction Construction Status,2 BathroomsNew NorthEast facing
1607,2 BHK Apartment,"Vidyaranyapura, Bangalore",79 L,1248,Under Construction Construction Status,2 BathroomsNew West facing
1608,3 BHK Apartment,"Vidyaranyapura, Bangalore",1.6 Cr,1818,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
1609,3 BHK Apartment,"Vidyaranyapura, Bangalore",79 L,1503,Ready to move Construction Status,3 BathroomsNew West facing
1610,2 BHK Apartment,"Vidyaranyapura, Bangalore",79 L,1248,Under Construction Construction Status,2 BathroomsNew West facing
1611,3 BHK Apartment,"Vidyaranyapura, Bangalore",79 L,1503,Ready to move Construction Status,3 BathroomsNew West facing
1612,3 BHK Apartment,"Vidyaranyapura, Bangalore",69 L,1418,Under Construction Construction Status,2 BathroomsNew East facing
1613,3 BHK Apartment,"Vidyaranyapura, Bangalore",79.5 L,1649,Under Construction Construction Status,2 BathroomsNew North facing
1614,3 BHK Apartment,"Vidyaranyapura, Bangalore",1.6 Cr,1818,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
1615,3 BHK Apartment,"Vidyaranyapura, Bangalore",1.6 Cr,1818,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
1616,3 BHK Apartment,"Vidyaranyapura, Bangalore",88 L,1350,Ready to move Construction Status,2 BathroomsNew North facing
1617,3 BHK Apartment,"Vidyaranyapura, Bangalore",85 L,1310,Ready to move Construction Status,2 BathroomsNew North facing
1618,3 BHK Apartment,"Vidyaranyapura, Bangalore",77 L,1280,Ready to move Construction Status,2 BathroomsNew North facing
1619,Residential Plot,"Horamavu, Bangalore",72 L,1200,New New/Resale,2 open sidesNorth facing
1620,Residential Plot,"Battarahalli, Bangalore",72 L,1200,New New/Resale,2 open sidesWest facing
1621,Residential Plot,"Banashankari, Bangalore",72 L,1200,New New/Resale,2 open sidesNorthEast facing
1622,Residential Plot,"Jakkur, Bangalore",72 L,1200,New New/Resale,2 open sidesWest facing
1623,Residential Plot,"Jakkur, Bangalore",72 L,1200,New New/Resale,2 open sidesSouth facing
1624,Residential Plot,"Jakkur, Bangalore",72 L,1200,New New/Resale,2 open sidesWest facing
1625,Residential Plot,"Konanakunte, Bangalore",72 L,1200,New New/Resale,2 open sidesEast facing
1626,Residential Plot,"Subramanyapura, Bangalore",72 L,1200,New New/Resale,2 open sidesNorth facing
1627,Residential Plot,"Vijayanagar, Bangalore",72 L,1200,New New/Resale,2 open sidesSouthWest facing
1628,Residential Plot,"Vijayanagar, Bangalore",72 L,1200,New New/Resale,2 open sidesEast facing
1629,Residential Plot,"Jayanagar, Bangalore",72 L,1200,New New/Resale,2 open sidesWest facing
1630,Residential Plot,"JP Nagar Phase 7, Bangalore",72 L,1200,New New/Resale,2 open sidesNorthEast facing
1631,Residential Plot,"Lingadheeranahalli, Bangalore",72 L,1200,New New/Resale,2 open sidesWest facing
1632,Residential Plot,"Subramanyapura, Bangalore",72 L,1200,New New/Resale,2 open sidesSouthWest facing
1633,Residential Plot,"Devanahalli, Bangalore",72 L,1200,New New/Resale,2 open sidesEast facing
1634,Residential Plot,"Devanahalli, Bangalore",72 L,1200,New New/Resale,2 open sidesEast facing
1635,Residential Plot,"Devanahalli, Bangalore",72 L,1200,New New/Resale,2 open sidesSouth facing
1636,Residential Plot,"Devanahalli, Bangalore",72 L,1200,New New/Resale,2 open sidesNorthEast facing
1637,Residential Plot,"Devanahalli, Bangalore",72 L,1200,New New/Resale,2 open sidesWest facing
1638,Residential Plot,"RR Nagar, Bangalore",72 L,1200,New New/Resale,2 open sidesSouthEast facing
1639,5 BHK Independent House,"Jayanagar, Bangalore",2.5 Cr,4000,Ready to move Construction Status,5 BathroomsResale East facing
1640,4 BHK Independent House,"Jayanagar, Bangalore",1.65 Cr,2300,Ready to move Construction Status,4 BathroomsNew NorthEast facing
1641,3 BHK Apartment,"Horamavu, Bangalore",1.78 Cr,2150,Ready to move Construction Status,3 BathroomsNew North facing
1642,2 BHK Apartment,"Horamavu, Bangalore",85.13 L,1060,Under Construction Construction Status,2 BathroomsNew
1643,2 BHK Apartment,"Horamavu, Bangalore",83 L,1037,Under Construction Construction Status,2 BathroomsNew East facing
1644,2 BHK Apartment,"Horamavu, Bangalore",1.05 Cr,1323,Under Construction Construction Status,2 BathroomsNew
1645,3 BHK Apartment,"Horamavu, Bangalore",86.5 L,1400,Under Construction Construction Status,2 BathroomsNew East facing
1646,3 BHK Independent Floor,"Horamavu, Bangalore",1.8 Cr,2200,Ready to move Construction Status,3 BathroomsNew North facing
1647,2 BHK Apartment,"Horamavu, Bangalore",68.5 L,1100,Ready to move Construction Status,2 BathroomsNew East facing
1648,2 BHK Apartment,"Horamavu, Bangalore",69 L,1100,Ready to move Construction Status,2 BathroomsNew East facing
1649,3 BHK Apartment,"Horamavu, Bangalore",3.35 Cr,2119,Under Construction Construction Status,3 BathroomsNew NorthEast facing
1650,3 BHK Apartment in CARP Sai Sumukha Samruddhi,"Horamavu, Bangalore",98 L,1510,Ready to move Construction Status,9 - 10 years old2 BathroomsResale
1651,3 BHK Independent House,"Horamavu, Bangalore",1.45 Cr,2400,Ready to move Construction Status,3 BathroomsNew NorthEast facing
1652,3 BHK Independent Floor,"Horamavu, Bangalore",1.75 Cr,2300,Ready to move Construction Status,3 BathroomsNew East facing
1653,2 BHK Apartment in Godrej Royale Woods,"Horamavu, Bangalore",67 L,950,Ready to move Construction Status,2 BathroomsResale North facing
1654,2 BHK Apartment in Godrej Royale Woods,"Horamavu, Bangalore",70 L,950,Ready to move Construction Status,2 BathroomsResale East facing
1655,2 BHK Apartment in Godrej Royale Woods,"Horamavu, Bangalore",68 L,950,Ready to move Construction Status,2 BathroomsResale North facing
1656,2 BHK Apartment in Godrej Royale Woods,"Horamavu, Bangalore",73 L,950,Ready to move Construction Status,2 BathroomsResale North facing
1657,2 BHK Apartment in Godrej Royale Woods,"Horamavu, Bangalore",68 L,950,Ready to move Construction Status,2 BathroomsResale North facing
1658,3 BHK Apartment,"Banashankari, Bangalore",1.9 Cr,2400,Ready to move Construction Status,3 BathroomsNew East facing
1659,3 BHK Apartment,"HSR Layout, Bangalore",2.75 Cr,2188,Ready to move Construction Status,2 BathroomsNew North facing
1660,3 BHK Apartment,"Gunjur, Bangalore",2.85 Cr,2188,Ready to move Construction Status,2 BathroomsNew North facing
1661,2 BHK Apartment,"Gunjur, Bangalore",52 L,1018,Ready to move Construction Status,2 BathroomsNew North facing
1662,2 BHK Apartment,"Gunjur, Bangalore",51 L,1005,Ready to move Construction Status,2 BathroomsNew East facing
1663,3 BHK Apartment,"Gunjur, Bangalore",82.2 L,1320,Under Construction Construction Status,3 BathroomsNew
1664,2 BHK Apartment,"Ramamurthy Nagar, Bangalore",65 L,1059,Under Construction Construction Status,2 BathroomsNew North facing
1665,2 BHK Apartment,"Battarahalli, Bangalore",62.94 L,1049,Under Construction Construction Status,2 BathroomsNew
1666,3 BHK Apartment,"Battarahalli, Bangalore",82.2 L,1370,Under Construction Construction Status,2 BathroomsNew
1667,2 BHK Apartment,"Battarahalli, Bangalore",62.94 L,1049,Under Construction Construction Status,2 BathroomsNew North facing
1668,2 BHK Apartment,"Varanasi, Bangalore",65.64 L,1098,Under Construction Construction Status,2 BathroomsNew North facing
1669,2 BHK Apartment,"Uttarahalli Hobli, Bangalore",63.54 L,1059,Ready to move Construction Status,2 BathroomsNew North facing
1670,2 BHK Apartment,"Chandra Layout Extension, Bangalore",84.94 L,1049,Under Construction Construction Status,2 BathroomsNew North facing
1671,2 BHK Apartment,"Kalyan Nagar, Bangalore",65.03 L,1049,Under Construction Construction Status,2 BathroomsNew North facing
1672,2 BHK Apartment,"Kasturi Nagar, Bangalore",51.91 L,1018,Ready to move Construction Status,2 BathroomsNew North facing
1673,2 BHK Apartment,"Kalyan Nagar, Bangalore",65.03 L,1049,Under Construction Construction Status,2 BathroomsNew North facing
1674,2 BHK Apartment,"Vidyaranyapura, Bangalore",64 L,1059,Ready to move Construction Status,2 BathroomsNew North facing
1675,2 BHK Apartment,"BTM Layout, Bangalore",63.54 L,1059,Ready to move Construction Status,2 BathroomsNew East facing
1676,2 BHK Apartment,"Vidyaranyapura, Bangalore",63.54 L,1059,Under Construction Construction Status,2 BathroomsNew NorthWest facing
1677,2 BHK Apartment,"Vidyaranyapura, Bangalore",46 L,1005,Ready to move Construction Status,2 BathroomsNew East facing
1678,4 BHK Independent House,"Vidyaranyapura, Bangalore",5.25 Cr,2412,Ready to move Construction Status,5 BathroomsResale
1679,3 BHK Independent Floor,"Budigere Cross, Bangalore",2.5 Cr,3000,Ready to move Construction Status,3 BathroomsNew
1680,2 BHK Apartment in DSR Parkway Phase 1,"Budigere Cross, Bangalore",1.1 Cr,1229,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
1681,2 BHK Apartment in DSR Parkway Phase 1,"Cheemasandra, Bangalore",1.17 Cr,1310,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
1682,2 BHK Apartment in DSR Parkway Phase 1,"Kattigenahalli, Bangalore",1.11 Cr,1237,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
1683,2 BHK Apartment in DSR Parkway Phase 1,"Kattigenahalli, Bangalore",1.17 Cr,1302,Ready to move Construction Status,0 - 1 year old2 BathroomsNew
1684,8 BHK Independent House,"Kalkere, Bangalore",2.3 Cr,3600,Ready to move Construction Status,7 BathroomsResale North facing
1685,4 BHK Independent House,"Kalkere, Bangalore",1.65 Cr,2300,Ready to move Construction Status,3 BathroomsNew NorthEast facing
1686,5 BHK Independent House,"Kalkere, Bangalore",1.75 Cr,2700,Ready to move Construction Status,3 BathroomsNew NorthWest facing
1687,4 BHK Independent House,"Kalkere, Bangalore",1.45 Cr,2000,Ready to move Construction Status,4 BathroomsNew East facing
1688,7 BHK Independent House,"Kalkere, Bangalore",2.15 Cr,3400,Ready to move Construction Status,7 - 8 years old7 BathroomsNew
1689,3 BHK Apartment,"Kalkere, Bangalore",1.8 Cr,2400,Ready to move Construction Status,6 - 7 years old3 BathroomsNew
1690,3 BHK Independent Floor,"NRI Layout, Bangalore",2.3 Cr,3200,Ready to move Construction Status,5 - 6 years old3 BathroomsResale
1691,3 BHK Apartment,"NRI Layout, Bangalore",1.75 Cr,1871,Ready to move Construction Status,3 BathroomsNew East facing
1692,3 BHK Apartment,"NRI Layout, Bangalore",1.74 Cr,1875,Ready to move Construction Status,3 BathroomsNew East facing
1693,3 BHK Apartment,"NRI Layout, Bangalore",2.09 Cr,1900,Ready to move Construction Status,3 BathroomsNew East facing
1694,Residential Plot,"NRI Layout, Bangalore",2.95 Cr,2800,Resale New/Resale,
1695,Residential Plot,"NRI Layout, Bangalore",2.25 Cr,1200,Resale New/Resale,
1696,Residential Plot,"NRI Layout, Bangalore",1.7 Cr,1500,Resale New/Resale,
1697,Residential Plot,"Banashankari, Bangalore",5 Cr,5400,New New/Resale,
1698,Residential Plot,"Banashankari, Bangalore",1.12 Cr,1250,Resale New/Resale,1 open sidesWest facing
1699,3 BHK Independent House,"Banashankari, Bangalore",85 L,1050,Ready to move Construction Status,1 BathroomsNew
1700,3 BHK Independent House,"Banashankari, Bangalore",85 L,1050,Ready to move Construction Status,1 BathroomsNew
1701,2 BHK Independent House,"Banashankari, Bangalore",85 L,1100,Ready to move Construction Status,5 - 6 years old2 BathroomsNew
1702,Residential Plot,"Banashankari, Bangalore",75 L,1200,New New/Resale,8 - 9 years old1 open sidesEast facing
1703,Residential Plot,"Banashankari, Bangalore",72 L,1350,New New/Resale,8 - 9 years old
1704,3 BHK Apartment,"Banashankari, Bangalore",95 L,1425,Under Construction Construction Status,3 BathroomsNew East facing
1705,3 BHK Apartment,"Banashankari, Bangalore",95 L,1425,Under Construction Construction Status,3 BathroomsNew South facing
1706,3 BHK Apartment,"Banashankari, Bangalore",1.27 Cr,1763,Under Construction Construction Status,3 BathroomsNew SouthEast facing
1707,3 BHK Apartment,"Banashankari, Bangalore",1.27 Cr,1763,Under Construction Construction Status,3 BathroomsNew South facing
1708,2 BHK Apartment,"Banashankari, Bangalore",82 L,1248,Under Construction Construction Status,2 BathroomsNew East facing
1709,2 BHK Apartment,"Hoskote, Bangalore",82 L,1248,Under Construction Construction Status,2 BathroomsNew East facing
1710,3 BHK Apartment,"Banashankari, Bangalore",75 L,1383,Under Construction Construction Status,3 BathroomsNew South facing
1711,3 BHK Apartment,"Hoskote, Bangalore",79.5 L,1503,Under Construction Construction Status,3 BathroomsNew East facing
1712,3 BHK Apartment,"Hoskote, Bangalore",79.95 L,1503,Under Construction Construction Status,3 BathroomsNew East facing
1713,3 BHK Apartment,"Hoskote, Bangalore",79.98 L,1503,Under Construction Construction Status,3 BathroomsNew East facing
1714,3 BHK Apartment,"Hoskote, Bangalore",79.98 L,1503,Under Construction Construction Status,3 BathroomsNew SouthEast facing
1715,3 BHK Apartment,"Hoskote, Bangalore",79.98 L,1503,Under Construction Construction Status,3 BathroomsNew West facing
1716,3 BHK Apartment,"Hoskote, Bangalore",79.98 L,1503,Under Construction Construction Status,3 BathroomsNew SouthWest facing
1717,2 BHK Apartment,"Hoskote, Bangalore",1 Cr,1203,Ready to move Construction Status,2 BathroomsNew East facing
1718,2 BHK Apartment,"Hoskote, Bangalore",98 L,1147,Ready to move Construction Status,2 BathroomsNew North facing
1719,3 BHK Apartment,"Hoskote, Bangalore",1.4 Cr,1764,Ready to move Construction Status,3 BathroomsNew NorthEast facing
1720,2 BHK Apartment,"Hoskote, Bangalore",1 Cr,1203,Ready to move Construction Status,2 BathroomsNew East facing
1721,2 BHK Apartment,"Hoskote, Bangalore",1 Cr,1203,Ready to move Construction Status,2 BathroomsNew East facing
